Id,Label,timeset, char_name, char_desc,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality,Authority,Hub
264,'Southern Sheriff',,'Southern Sheriff','Southern Sheriff is the sheriff of Six Toe County,6,6,3,0.501642,0.504364,0,1,0.000645,0,1,15,0.065022,0.015865,0.015865
265,'Little Vickie Valentine',,'Little Vickie Valentine','Little Vickie Valentine is a 1930s child star-turned-dance instructor loosely based on Shirley Temple.',12,12,3,0.504125,0.509274,0,0,0.000932,0,1,66,0.10358,0.02641,0.02641
266,'Becky',,'Becky','Becky is Otto\'s ex-fiance. She stays at the Simpsons\' home after her wedding is called off. Marge believes Becky is trying to kill her and seduce Homer.',6,6,3,0.501642,0.504364,0,1,0.000607,0,1,15,0.068526,0.016881,0.016882
267,'Sophie',,'Sophie','Sophie,10,10,3,0.50371,0.507911,0,4,0.000889,0,1,45,0.053236,0.013273,0.013273
268,'Jesse Grass',,'Jesse Grass','Jesse Grass,6,6,2,0.502467,0.50491,0,1,0.00061,0,1,15,0.067711,0.016634,0.016635
269,'Number 6',,'Number 6','Number 6,7,7,3,0.502054,0.505183,0,2,0.000652,0,1,21,0.065403,0.016492,0.016492
270,'Devon Bradley',,'Devon Bradley','Devon Bradley,9,9,3,0.502881,0.506819,0,0,0.000799,0,1,36,0.076886,0.019087,0.019088
271,'Jack Crowley',,'Jack Crowley','Jack Crowley,5,5,3,0.498369,0.501637,0,0,0.000583,0,1,10,0.043956,0.010922,0.010922
272,'L.T. Smash',,'L.T. Smash','L.T. Smash,10,10,3,0.503295,0.507638,0,0,0.000844,0,1,45,0.087418,0.021942,0.021942
273,'Howard K. Duff VIII',,'Howard K. Duff VIII','Howard K. Duff VIII,6,6,3,0.501642,0.504364,0,2,0.000607,0,1,15,0.066043,0.016236,0.016236
274,'Francine Rhenquist',,'Francine Rhenquist','Francine Rhenquist,10,10,3,0.502881,0.507365,0,0,0.00081,0,1,45,0.072961,0.018899,0.018899
275,'Dr. Joan Bushwell',,'Dr. Joan Bushwell','Dr. Joan Bushwell,7,7,3,0.502054,0.505183,0,1,0.000693,0,1,21,0.070241,0.01728,0.017281
276,'Kitenge',,'Kitenge','Kitenge,7,7,3,0.502054,0.505183,0,1,0.000693,0,1,21,0.070241,0.01728,0.017281
277,'Thelonious',,'Thelonious','Thelonious,13,13,2,0.505376,0.510638,0,1,0.001005,0,1,78,0.108217,0.027455,0.027455
278,'Singing Hobo',,'Singing Hobo','Singing Hobo,8,8,3,0.502467,0.506001,0,1,0.000715,0,1,28,0.078838,0.019728,0.019729
279,'The Gypsy',,'The Gypsy','The Gypsy,14,14,3,0.504959,0.510911,0,2,0.001065,0,1,91,0.116052,0.029558,0.029559
280,'Ultrahouse 3000',,'Ultrahouse 3000','Ultrahouse 3000,14,14,3,0.504959,0.510911,0,2,0.001065,0,1,91,0.116052,0.029558,0.029559
281,'Gabriel',,'Gabriel','Gabriel,8,8,3,0.502467,0.506001,0,1,0.000727,0,1,28,0.078035,0.019374,0.019374
282,'Garth Motherloving',,'Garth Motherloving','Garth Motherloving,8,8,3,0.499183,0.503819,0,0,0.000702,0,1,28,0.054715,0.013996,0.013996
283,'Greta Wolfcastle',,'Greta Wolfcastle','Greta Wolfcastle is the daughter of famous actor Rainier Wolfcastle and the romantic interest of Bart. Bart thought he understood woman and broke up with her,9,9,3,0.502881,0.506819,0,0,0.000794,0,1,36,0.084932,0.021223,0.021224
284,'Buck McCoy',,'Buck McCoy','Buck McCoy,5,5,3,0.501642,0.503819,0,1,0.000547,0,1,10,0.055427,0.01368,0.013681
285,'Zelda',,'Zelda','Zelda,7,7,3,0.502054,0.505183,0,1,0.000664,0,1,21,0.074196,0.018409,0.01841
287,'Annette',,'Annette','Annette,10,10,3,0.503295,0.507638,0,0,0.000848,0,1,45,0.081726,0.020423,0.020424
288,'Tina',,'Tina','Tina and Carrie,14,14,2,0.505795,0.511457,0,0,0.001072,0,1,91,0.105453,0.02669,0.026691
289,'Mrs. Bellamy',,'Mrs. Bellamy','Mrs. Bellamy,9,9,3,0.502881,0.506819,0,4,0.000816,0,1,36,0.07586,0.018691,0.018691
290,'Audrey McConnell',,'Audrey McConnell','Audrey McConnell is a third grade teacher at Springfield Elementary School. She is a competent teacher,5,5,3,0.501231,0.503546,0,1,0.000552,0,1,10,0.06388,0.015629,0.015629
291,'Mitch Hartwell',,'Mitch Hartwell','Mitch Hartwell,8,8,3,0.502467,0.506001,0,2,0.000746,0,1,28,0.077494,0.019202,0.019202
292,'Frank Grimes,,'Frank Grimes, Jr.',14,17,3,0.505376,0.511184,0.000002,2,0.001065,0,0.956044,87,0.106698,0.027313,0.027313
293,'Dexter Colt',,'Dexter Colt','Dexter Colt,7,7,3,0.502054,0.505183,0,1,0.000693,0,1,21,0.071944,0.017726,0.017726
294,'Sara Sloane',,'Sara Sloane','Sara Sloane,6,6,3,0.498776,0.502455,0,0,0.000676,0,1,15,0.041459,0.01023,0.01023
295,'Luke Stetson',,'Luke Stetson','Luke Stetson,12,12,2,0.504959,0.50982,0,2,0.000947,0,1,66,0.091053,0.023157,0.023157
296,'Cookie',,'Cookie','Cookie,33,51,2,0.513877,0.527005,0.000044,2,0.002144,0,0.770833,407,0.196036,0.050911,0.050911
298,'Don Francis Castellaneta',,'Don Francis Castellaneta','Don Francis Castellaneta,8,8,3,0.501642,0.505456,0,1,0.000718,0,1,28,0.073746,0.018591,0.018592
299,'Professor John Frink Sr.',,'Professor John Frink Sr.','Professor John Frink Sr. is the father of Professor Frink,15,15,3,0.505376,0.511729,0,4,0.001139,0,1,105,0.105453,0.02664,0.026641
300,'Edwina',,'Edwina','Edwina,11,11,3,0.50371,0.508456,0,6,0.000966,0,1,55,0.082399,0.020318,0.020318
301,'Grant Conner',,'Grant Conner','Grant Conner,8,8,3,0.502467,0.506001,0,1,0.000718,0,1,28,0.080778,0.020208,0.020209
302,'Henry',,'Henry','Henry,10,10,3,0.503295,0.507638,0,0,0.000846,0,1,45,0.085947,0.0215,0.021501
303,'Stuart',,'Stuart','Stuart,12,12,3,0.504125,0.509274,0,1,0.000974,0,1,66,0.097828,0.024541,0.024541
304,'Chloe Talbot',,'Chloe Talbot','Chloe Talbot is a Peabody Award winning reporter from the Global Television Network who was friends with Marge during high school.',8,8,3,0.502467,0.506001,0,2,0.000717,0,1,28,0.078563,0.019651,0.019652
305,'Goose Gladwell',,'Goose Gladwell','Goose Gladwell,10,10,2,0.504125,0.508183,0,1,0.000849,0,1,45,0.093997,0.023522,0.023522
306,'Deion Overstreet',,'Deion Overstreet','Deion Overstreet,8,8,3,0.501642,0.505456,0,1,0.000753,0,1,28,0.065753,0.016332,0.016333
307,'Bud Armstrong',,'Bud Armstrong','Bud Armstrong,14,16,2,0.505795,0.511457,0.000018,1,0.001129,0,0.813187,74,0.10267,0.025822,0.025822
308,'Alcatrazz',,'Alcatrazz','Alcatrazz,10,10,3,0.503295,0.507638,0,0,0.000848,0,1,45,0.091208,0.022908,0.022909
309,'Veronica',,'Veronica','Veronica,13,13,3,0.504542,0.510093,0,0,0.000998,0,1,78,0.104463,0.026619,0.026619
310,'Howell Huser',,'Howell Huser','Howell Huser,13,13,3,0.504542,0.510093,0,0,0.000998,0,1,78,0.104463,0.026619,0.026619
311,'Madam Wu',,'Madam Wu','Madam Wu,10,10,3,0.503295,0.507638,0,1,0.000867,0,1,45,0.084587,0.021093,0.021093
312,'Officer Krackney',,'Officer Krackney','Officer Krackney,12,12,3,0.504125,0.509274,0,2,0.000963,0,1,66,0.094566,0.023804,0.023805
313,'Jenda',,'Jenda','Jenda,11,11,2,0.504542,0.509002,0,1,0.000888,0,1,55,0.100082,0.025258,0.025259
314,'Ray Magini',,'Ray Magini','Ray Magini,8,8,3,0.502467,0.506001,0,1,0.000721,0,1,28,0.076852,0.01909,0.01909
315,'Tab Spangler',,'Tab Spangler','Tab Spangler,10,10,3,0.503295,0.507638,0,1,0.000826,0,1,45,0.087209,0.021993,0.021994
316,'Clarissa Wellington',,'Clarissa Wellington','Clarissa Wellington,8,8,2,0.503295,0.506547,0,1,0.000749,0,1,28,0.079881,0.019779,0.01978
317,'Cameron',,'Cameron','Cameron,8,8,2,0.503295,0.506547,0,1,0.000749,0,1,28,0.079881,0.019779,0.01978
318,'Coach Clay',,'Coach Clay','Coach Clay,9,9,3,0.502881,0.506819,0,1,0.000824,0,1,36,0.081566,0.020189,0.02019
319,'Vicki',,'Vicki','Vicki and Sasha,9,9,3,0.502881,0.506819,0,1,0.000824,0,1,36,0.081566,0.020189,0.02019
320,'Father Sean',,'Father Sean','Father Sean,8,8,3,0.502467,0.506001,0,1,0.000722,0,1,28,0.081767,0.020403,0.020403
321,'Caleb Thorn',,'Caleb Thorn','Caleb Thorn,7,7,3,0.498776,0.503001,0,2,0.000657,0,1,21,0.05882,0.014916,0.014917
322,'Gravedigger Billy',,'Gravedigger Billy','Gravedigger Billy is Groundskeeper Willie\'s cousin who is a gravedigger at the cemetery next to 742 Evergreen Terrace. He has been a gravedigger for 30 years and walks with a limp. He has a beard and hair identical to Willie\'s except that he has white hair and a glass eye in his left eye socket. He wears a light-blue waterproof trench coat and rain hat,8,8,2,0.503295,0.506547,0,1,0.000721,0,1,28,0.080902,0.020203,0.020204
323,'David',,'David','David,15,15,3,0.505376,0.511729,0,2,0.001129,0,1,105,0.11582,0.029387,0.029388
324,'Tammy',,'Tammy','Tammy,7,7,3,0.501642,0.50491,0,0,0.000661,0,1,21,0.072192,0.01812,0.01812
325,'Mason Fairbanks',,'Mason Fairbanks','Mason Fairbanks,10,10,3,0.503295,0.507638,0,1,0.000875,0,1,45,0.079312,0.019652,0.019653
326,'Coach Krupt',,'Coach Krupt','Coach Krupt,5,5,3,0.501231,0.503546,0,1,0.000552,0,1,10,0.062149,0.015194,0.015194
327,'Charles',,'Charles','Charles,7,7,3,0.502054,0.505183,0,1,0.000691,0,1,21,0.069542,0.017143,0.017143
328,'Verity',,'Verity','Verity,7,7,3,0.502054,0.505183,0,1,0.000691,0,1,21,0.069542,0.017143,0.017143
330,'Melanie Upfoot',,'Melanie Upfoot','Melanie Upfoot,13,13,2,0.505376,0.510638,0,0,0.000991,0,1,78,0.102279,0.026086,0.026086
331,'Wallace Brady',,'Wallace Brady','Wallace Brady,12,12,3,0.504125,0.509274,0,0,0.000967,0,1,66,0.09671,0.02439,0.024391
332,'Clarice Drummond',,'Clarice Drummond','Clarice Drummond,12,12,3,0.504125,0.509274,0,0,0.000967,0,1,66,0.09671,0.02439,0.024391
333,'Tabitha Vixx',,'Tabitha Vixx','Tabitha Vixx,5,5,3,0.50041,0.503001,0,1,0.000589,0,1,10,0.048736,0.011892,0.011893
334,'Buck Mitchell',,'Buck Mitchell','Buck Mitchell,5,5,3,0.50041,0.503001,0,1,0.000589,0,1,10,0.048736,0.011892,0.011893
335,'Dante Calabresis',,'Dante Calabresis','Dante Calabresis and Dante Calabresis Jr. are rival mobsters to Fat Tony.',20,20,2,0.508319,0.516367,0,0,0.00139,0,1,190,0.139477,0.035932,0.035932
336,'Michael D\'Amico',,'Michael D\'Amico','Michael D\'Amico is Fat Tony\'s son who becomes Lisa\'s friend. Michael has a gift for cooking,20,20,2,0.508319,0.516367,0,0,0.00139,0,1,190,0.139477,0.035932,0.035932
337,'Skinny Turner',,'Skinny Turner','Skinny Turner and Marcus Marbles are two jazz musicians that let Bart in their band.',6,6,3,0.501642,0.504364,0,1,0.000645,0,1,15,0.064769,0.01581,0.015811
338,'The Army Colonel',,'The Army Colonel','The Army Colonel is Homer\'s somewhat psychotic army colonel,6,6,3,0.50082,0.503819,0,0,0.000593,0,1,15,0.058544,0.014651,0.014651
339,'Billy',,'Billy','Billy,6,6,3,0.501642,0.504364,0,1,0.000604,0,1,15,0.067245,0.016603,0.016604
340,'Darcy',,'Darcy','Darcy,7,7,3,0.502054,0.505183,0,0,0.000664,0,1,21,0.07558,0.018792,0.018793
341,'Dr. Stacey Swanson',,'Dr. Stacey Swanson','Dr. Stacey Swanson is a psychiatrist who is assigned to treat Bart Simpson. They form a close bond,13,13,2,0.505376,0.510638,0,0,0.001054,0,1,78,0.09504,0.023763,0.023763
342,'Withney,,'Withney, Dubya,13,13,2,0.505376,0.510638,0,0,0.001054,0,1,78,0.09504,0.023763,0.023763
343,'Tabloid Editor',,'Tabloid Editor','Tabloid Editor hires Homer to be a paparazzo after Homer submits his photo of Duffman dating Boobarella. Tabloid Editor shares some of the characteristics of J. Jonah Jameson,16,16,3,0.504125,0.511457,0,2,0.001167,0,1,120,0.094102,0.024357,0.024357
344,'Enrico Irritazio',,'Enrico Irritazio',"'Enrico Irritazio is a professional paparazzo that Rainier Wolfcastle hires to take incriminating photos of Homer. Enrico looks like Jay Sherman from The Critic who was in the season six episode \""A Star Is Burns\"". Once called",16,16,3,0.504125,0.511457,0,2,0.001167,0,1,120,0.094102,0.024357,0.024357
345,'Joe LaBoot',,'Joe LaBoot','Joe LaBoot is a professional baseball player and loser of a World Series game.',15,15,3,0.505376,0.511729,0,0,0.001107,0,1,105,0.114659,0.029335,0.029335
348,'Louie',,'Louie','Louie,10,10,3,0.50082,0.506001,0,2,0.000819,0,1,45,0.071275,0.018309,0.018309
349,'Dwight',,'Dwight','Dwight,9,9,3,0.502054,0.506274,0,1,0.000774,0,1,36,0.071007,0.017886,0.017886
350,'Uncle Norbert Van Houten',,'Uncle Norbert Van Houten','Uncle Norbert Van Houten Milhouse\'s Indiana Jones-esque Danish uncle who despises the Dutch side of the Van Houten family.',6,6,3,0.501642,0.504364,0,1,0.000611,0,1,15,0.067437,0.01654,0.016541
351,'Milo',,'Milo','Milo,12,12,2,0.504959,0.50982,0,7,0.000987,0,1,66,0.094103,0.023573,0.023574
352,'Dr. Robert Terwilliger,,'Dr. Robert Terwilliger, Sr.',13,13,2,0.505376,0.510638,0,1,0.00106,0,1,78,0.088294,0.021897,0.021898
353,'Dame Judith Underdunk',,'Dame Judith Underdunk','Dame Judith Underdunk is Bob and Cecil\'s mother and an eminent Shakespearean actress.',13,13,2,0.505376,0.510638,0,1,0.00106,0,1,78,0.088294,0.021897,0.021898
354,'Adriatica Viljohnson',,'Adriatica Viljohnson','Adriatica Viljohnson is a political pundit and member of the Springfield Democratic Party who looks and sounds like Arianna Huffington.',8,8,2,0.503295,0.506547,0,2,0.000712,0,1,28,0.073527,0.01859,0.018591
356,'Donny',,'Donny','Donny is a new kid at school hired by Principal Skinner and Superintendent Chalmers to rat Bart out whenever he plays a prank at school. He resembles Topher Grace.',13,13,3,0.504542,0.510093,0,0,0.001011,0,1,78,0.103692,0.026263,0.026264
357,'Betsy Bidwell',,'Betsy Bidwell','Betsy Bidwell,13,13,3,0.504542,0.510093,0,2,0.001007,0,1,78,0.101494,0.025709,0.02571
358,"'\""Sneakers\"" Host'",,"'\""Sneakers\"" Host'","'\""Sneakers\"" Host the host of a Cheaters-type hidden camera show who only cares about breaking up couples who cheat just to get ratings for his show.'",13,13,3,0.504542,0.510093,0,2,0.001007,0,1,78,0.101494,0.025709,0.02571
359,'Chazz Busby',,'Chazz Busby','Chazz Busby,6,8,3,0.501642,0.504364,0,1,0.000609,0,1,15,0.069053,0.017035,0.017036
360,'Royce Lumpkin',,'Royce Lumpkin','Royce Lumpkin,8,8,3,0.501231,0.505183,0,2,0.000736,0,1,28,0.06556,0.016363,0.016364
361,'Lucky Jim',,'Lucky Jim','Lucky Jim,12,12,3,0.501642,0.507638,0,1,0.000963,0,1,66,0.071715,0.018357,0.018357
362,'Wolf the Bounty Hunter',,'Wolf the Bounty Hunter','Wolf the Bounty Hunter,12,12,3,0.501642,0.507638,0,1,0.000963,0,1,66,0.071715,0.018357,0.018357
363,'Patrick Farally',,'Patrick Farally','Patrick Farally,12,12,3,0.501642,0.507638,0,1,0.000963,0,1,66,0.071715,0.018357,0.018357
364,'Simon Woosterfield',,'Simon Woosterfield','Simon Woosterfield,13,13,3,0.504542,0.510093,0,2,0.001024,0,1,78,0.104014,0.026238,0.026238
365,'Devon and Quenly Woosterfield',,'Devon and Quenly Woosterfield','Devon and Quenly Woosterfield Simon\'s half-brother and half-sister who plot to kill him in order to gain their parents\' full inheritance.',13,13,3,0.504542,0.510093,0,2,0.001024,0,1,78,0.104014,0.026238,0.026238
367,'Juliet Hobbs',,'Juliet Hobbs','Juliet Hobbs,9,9,3,0.502881,0.506819,0,0,0.000787,0,1,36,0.08078,0.020208,0.020208
368,'The Parson',,'The Parson','The Parson,10,10,2,0.504125,0.508183,0,1,0.000842,0,1,45,0.086203,0.021592,0.021593
369,'Tom O\'Flanagan',,'Tom O\'Flanagan','Tom O\'Flanagan,7,7,3,0.502054,0.505183,0,0,0.000663,0,1,21,0.075907,0.018863,0.018864
370,'Maya',,'Maya','Maya,7,7,3,0.498776,0.503001,0,2,0.000652,0,1,21,0.058884,0.014955,0.014955
371,'Jenny',,'Jenny','Jenny is the beautiful girl who Bart fell in love with. At first she thought Bart was a nice guy,9,9,3,0.502881,0.506819,0,1,0.000797,0,1,36,0.085653,0.021357,0.021358
372,'Inga',,'Inga','Inga,9,9,3,0.502881,0.506819,0,1,0.000797,0,1,36,0.085653,0.021357,0.021358
373,'Alaska Nebraska',,'Alaska Nebraska','Alaska Nebraska,7,7,2,0.502881,0.505728,0,1,0.000665,0,1,21,0.076355,0.018951,0.018952
374,'Lyle McCarthy',,'Lyle McCarthy','Lyle McCarthy : Homer\'s celebrity trainer when Homer is given the role for the movie adaptation of Comic Book Guy\'s character,5,5,3,0.50041,0.503001,0,0,0.000554,0,1,10,0.043348,0.010773,0.010774
375,'Zachary Vaughn',,'Zachary Vaughn','Zachary Vaughn : Mrs. Krabappel\'s replacement teacher after Krabappel is fired for drinking alcohol on the job.',12,12,3,0.504125,0.509274,0,0,0.000947,0,1,66,0.10503,0.026615,0.026616
376,'Chett Engelbrit',,'Chett Engelbrit','Chett Engelbrit : The head of the Ultimate Fighting syndicate. Challenges Marge to a fight over whether or not Ultimate Fighting should continue.',10,10,3,0.50082,0.506001,0,0,0.000833,0,1,45,0.074545,0.018953,0.018953
377,'Andy Hamilton',,'Andy Hamilton','Andy Hamilton : An immature,8,8,2,0.503295,0.506547,0,0,0.000725,0,1,28,0.079818,0.019853,0.019854
378,'Cassandra',,'Cassandra','Cassandra : one of three teenage Wiccans who encourage Lisa to join their religion.',6,6,3,0.501642,0.504364,0,1,0.000611,0,1,15,0.071069,0.017512,0.017512
380,'Princess Penelope',,'Princess Penelope','Princess Penelope : A princess character hired to be Krusty the Klown\'s wife and sidekick in an attempt to get girls to watch The Krusty the Clown Show. Real name: Penelope Mountbatten Habsburg Hohenzollern Mulan Pocahontas. Was a fan of the Krusty show since she was a child; confessed her love for him as an adult. Her father was a station manager for the New York affiliate that aired The Krusty Show back when Penelope was a kid. Sings and plays guitar.',11,11,2,0.504542,0.509002,0,2,0.000936,0,1,55,0.082253,0.020647,0.020647
381,'Gator McCall',,'Gator McCall','Gator McCall : A headhunter who persuades Homer,11,11,2,0.504542,0.509002,0,2,0.000936,0,1,55,0.082253,0.020647,0.020647
382,'Milhoose',,'Milhoose','Milhoose : Milhoose is Bart\'s Canadian friend whom he met in Vancouver when Homer and Marge were competing in the Olympics. He looks and sounds like Milhouse Van Houten. Just like Milhouse,7,7,3,0.502054,0.505183,0,1,0.00073,0,1,21,0.065983,0.016095,0.016096
383,'Canadian Nelson',,'Canadian Nelson',"'Canadian Nelson : Bart\'s Canadian friend whom he met in Vancouver. He looks and sounds like Nelson Muntz. He punches Milhoose and says \""Hoo Hoo!\"" instead on Nelson\'s \""Ha Ha!\"".'",7,7,3,0.502054,0.505183,0,1,0.00073,0,1,21,0.065983,0.016095,0.016096
384,'Virgil',,'Virgil','Virgil : an African-American slave rescued by Eliza Simpson who married Mabel Simpson and became Grandpa\'s great-grandfather',12,12,2,0.504959,0.50982,0,1,0.001,0,1,66,0.090149,0.022403,0.022404
385,'Mabel Simpson',,'Mabel Simpson','Mabel Simpson : Wife of Hiram Simpson,12,12,2,0.504959,0.50982,0,1,0.001,0,1,66,0.090149,0.022403,0.022404
386,'Hiram Simpson',,'Hiram Simpson','Hiram Simpson : First husband of Mabel,12,12,2,0.504959,0.50982,0,1,0.001,0,1,66,0.090149,0.022403,0.022404
387,'Eliza Simpson',,'Eliza Simpson','Eliza Simpson : Daughter of Hiram and Mabel',19,24,2,0.507897,0.515548,0.000018,1,0.001391,0,0.824561,141,0.127862,0.032566,0.032566
388,'Colonel Burns',,'Colonel Burns','Colonel Burns : Father of Charles Montgomery Burns',12,12,2,0.504959,0.50982,0,1,0.001,0,1,66,0.090149,0.022403,0.022404
389,'Nikki',,'Nikki','Nikki A girl Bart is forced to sit with when the two Fourth Grade classes are combined,11,11,3,0.50371,0.508456,0,0,0.000879,0,1,55,0.078349,0.020013,0.020013
390,'Jakib',,'Jakib','Jakib An Israeli tour guide.',7,7,3,0.50082,0.504364,0,1,0.000681,0,1,21,0.054374,0.013703,0.013703
391,'Dorit',,'Dorit','Dorit Jakib\'s niece.',7,7,3,0.50082,0.504364,0,1,0.000681,0,1,21,0.054374,0.013703,0.013703
392,'Walt Warren',,'Walt Warren','Walt Warren Convict who Sideshow Bob switches faces with.',9,9,2,0.50371,0.507365,0,1,0.000787,0,1,36,0.082084,0.020446,0.020447
393,'Walter Hotenhoffer',,'Walter Hotenhoffer','Walter Hotenhoffer The owner of Hottenhoffer Pharmaceuticals.',7,7,3,0.502054,0.505183,0,0,0.000672,0,1,21,0.062382,0.015561,0.015561
394,'Cheech and Chong',,'Cheech and Chong','Cheech and Chong.',10,12,3,0.503295,0.507638,0.000003,0,0.000856,0,0.888889,40,0.085728,0.021441,0.021442
395,'Zia Simpson',,'Zia Simpson','Zia Simpson Lisa\'s rebellious daughter. She is addicted to the Ultranet and her laptop.',8,8,3,0.502467,0.506001,0,1,0.000743,0,1,28,0.078249,0.019403,0.019403
396,'Bart\'s Sons',,'Bart\'s Sons','Bart\'s Sons,8,8,3,0.502467,0.506001,0,1,0.000743,0,1,28,0.078249,0.019403,0.019403
397,'Tony Bennett',,'Tony Bennett','Appears as himself',3,3,3,0.494737,0.498091,0,2,0.000512,0,1,3,0.023518,0.005761,0.005762
398,'Ringo Starr',,'Ringo Starr','Appears as himself',9,9,2,0.50371,0.507365,0,1,0.000804,0,1,36,0.083403,0.020673,0.020673
399,'Neil Patrick Harris',,'Neil Patrick Harris','Appears as himself',7,7,3,0.501231,0.504637,0,1,0.000694,0,1,21,0.057586,0.014202,0.014202
400,'Magic Johnson',,'Magic Johnson','Appears as himself',10,10,3,0.503295,0.507638,0,1,0.000875,0,1,45,0.085442,0.021179,0.021179
401,'Chick Hearn',,'Chick Hearn','Appears as himself',10,10,3,0.503295,0.507638,0,1,0.000875,0,1,45,0.085442,0.021179,0.021179
402,'Aerosmith',,'Aerosmith','Appear as themselves',7,7,3,0.502467,0.505456,0,1,0.000678,0,1,21,0.056619,0.014312,0.014313
403,'Sting',,'Sting','Appears as himself',7,7,2,0.502881,0.505728,0,1,0.000667,0,1,21,0.075695,0.018771,0.018771
405,'Tom Jones',,'Tom Jones','Appears as himself',8,8,3,0.502881,0.506274,0,1,0.000715,0,1,28,0.072592,0.018247,0.018247
406,'Adam West',,'Adam West','Appears as himself',6,6,3,0.50041,0.503546,0,2,0.000635,0,1,15,0.055347,0.013701,0.013702
407,'Linda Ronstadt',,'Linda Ronstadt','Appears as herself',6,6,3,0.50041,0.503546,0,2,0.000635,0,1,15,0.055347,0.013701,0.013702
409,'Dr. Joyce Brothers',,'Dr. Joyce Brothers','Appears as herself',7,7,3,0.50082,0.504364,0,2,0.000688,0,1,21,0.063289,0.015746,0.015747
410,'Brooke Shields',,'Brooke Shields','Appears as herself',9,9,2,0.50371,0.507365,0,1,0.000788,0,1,36,0.082519,0.020566,0.020567
411,'Barry White',,'Barry White','Appears as himself',13,13,3,0.502467,0.508729,0,0,0.000979,0,1,78,0.096194,0.024958,0.024959
661,'Ron Howard',,'Ron Howard','Appears as himself',26,30,2,0.51087,0.521277,0.000058,4,0.00181,0,0.716923,233,0.137872,0.034942,0.034942
415,'The Ramones',,'The Ramones','Appear as themselves',5,5,3,0.50082,0.503273,0,2,0.000543,0,1,10,0.050058,0.01254,0.012541
416,'James Brown',,'James Brown','Appears as himself',10,10,2,0.504125,0.508183,0,1,0.000848,0,1,45,0.087656,0.021974,0.021974
417,'Ernest Borgnine',,'Ernest Borgnine','Appears as himself',6,6,3,0.502054,0.504637,0,1,0.000599,0,1,15,0.056991,0.014392,0.014393
418,'Gerry Cooney',,'Gerry Cooney','Appears as himself',8,8,3,0.502467,0.506001,0,2,0.000746,0,1,28,0.079364,0.019681,0.019682
419,'Robert Goulet',,'Robert Goulet','Appears as himself',8,8,3,0.502467,0.506001,0,2,0.000746,0,1,28,0.079364,0.019681,0.019682
420,'Conan O\'Brien',,'Conan O\'Brien','Appears as himself',10,10,3,0.503295,0.507638,0,2,0.000824,0,1,45,0.084943,0.021685,0.021685
421,'James Woods',,'James Woods','Appears as himself',6,6,3,0.50041,0.503546,0,1,0.000598,0,1,15,0.058189,0.014543,0.014544
423,'James Taylor',,'James Taylor','Appears as himself',8,8,3,0.5,0.504364,0,2,0.000742,0,1,28,0.055744,0.014058,0.014058
424,'Larry King',,'Larry King','Appears as himself',12,12,2,0.504959,0.50982,0,2,0.000959,0,1,66,0.086578,0.022016,0.022017
425,'Dr. Demento',,'Dr. Demento','Appears as himself',12,12,2,0.504959,0.50982,0,2,0.000959,0,1,66,0.086578,0.022016,0.022017
426,'Dennis Franz',,'Dennis Franz','Appears as himself',7,7,3,0.502054,0.505183,0,1,0.000678,0,1,21,0.071049,0.017509,0.017509
427,'Dick Cavett',,'Dick Cavett','Appears as himself',5,5,3,0.496748,0.500546,0,1,0.000646,0,1,10,0.027644,0.006829,0.00683
428,'Johnny Unitas',,'Johnny Unitas','Appears as himself',5,5,3,0.496748,0.500546,0,1,0.000646,0,1,10,0.027644,0.006829,0.00683
429,'Steve Allen',,'Steve Allen','Appears as himself',12,12,2,0.504959,0.50982,0,1,0.000944,0,1,66,0.093854,0.023714,0.023715
430,'Mickey Rooney',,'Mickey Rooney','Appears as himself',6,6,3,0.4888,0.495636,0,2,0.000598,0,1,15,0.04829,0.012218,0.012218
431,'Linda McCartney',,'Linda McCartney','Appear as themselves',8,8,3,0.502467,0.506001,0,1,0.000723,0,1,28,0.074664,0.018537,0.018538
668,'Rupert Murdoch',,'Rupert Murdoch','Appears as Himself',22,27,2,0.509167,0.518003,0.000069,5,0.001698,0,0.69697,161,0.108685,0.026971,0.026972
433,'Tom Kite',,'Tom Kite','Appears as himself',9,9,3,0.502881,0.506819,0,1,0.00078,0,1,36,0.077996,0.019639,0.01964
434,'Bob Newhart',,'Bob Newhart','Appears as himself',5,5,2,0.502054,0.504092,0,1,0.000555,0,1,10,0.064236,0.015685,0.015685
435,'Suzanne Somers',,'Suzanne Somers','Appears as herself',8,8,3,0.499591,0.504092,0,1,0.000741,0,1,28,0.057716,0.014404,0.014404
436,'Michael Buffer',,'Michael Buffer','Appears as himself',10,10,3,0.502467,0.507092,0,0,0.000833,0,1,45,0.074806,0.018978,0.018979
672,'Elton John',,'Elton John','Appears as himself',23,26,2,0.509591,0.518822,0.000031,4,0.00162,0,0.770751,195,0.128691,0.032524,0.032524
438,'Bret Hart',,'Bret Hart','Appears as himself',5,5,3,0.5,0.502728,0,2,0.000541,0,1,10,0.048548,0.012204,0.012204
439,'Tim Conway',,'Tim Conway','Appears as himself',21,21,2,0.508743,0.517185,0,0,0.001435,0,1,210,0.146147,0.037867,0.037867
